235.0,-90.0,0.59999999999999998,2.0,6.0,14497.501
235.15000000000001,-90.5,0.60249999999999992,1.875,6.0,14334.331
235.30000000000001,-90.785714285714278,0.60392857142857137,1.8035714285714286,6.0,14334.053
235.44999999999999,-91.039682539682531,0.60519841269841268,1.7400793650793651,6.0,14278.252
236.0,-92.0,0.60999999999999999,1.5,6.0,14346.237999999999
236.15000000000001,nan,nan,nan,nan,14258.924999999999
236.30000000000001,nan,nan,nan,nan,14222.539000000001
236.44999999999999,nan,nan,nan,nan,14237.018
237.0,-89.0,0.55000000000000004,2.0,6.0,14261.638000000001
237.15000000000001,nan,nan,nan,nan,14194.737999999999
237.30000000000001,nan,nan,nan,nan,14133.486999999999
237.44999999999999,nan,nan,nan,nan,14122.727999999999
238.0,-89.0,0.55000000000000004,2.0,4.0,14112.232
238.15000000000001,nan,nan,nan,nan,14090.9
238.30000000000001,nan,nan,nan,nan,14223.405000000001
238.44999999999999,nan,nan,nan,nan,14146.026
239.0,-89.0,0.55000000000000004,2.0,4.0,14084.253000000001
239.15000000000001,nan,nan,nan,nan,14061.197
239.30000000000001,nan,nan,nan,nan,14044.715
239.44999999999999,nan,nan,nan,nan,14064.304
240.0,-89.0,0.57999999999999996,1.6000000000000001,4.0,14083.309999999999
240.15000000000001,nan,nan,nan,nan,14023.107
240.30000000000001,nan,nan,nan,nan,13994.203
240.44999999999999,nan,nan,nan,nan,13977.925999999999
241.0,-89.0,0.55000000000000004,2.0,4.0,14174.549999999999
241.15000000000001,nan,nan,nan,nan,14264.690000000001
241.30000000000001,nan,nan,nan,nan,14310.513000000001
241.44999999999999,nan,nan,nan,nan,14333.460999999999
242.0,-141.0,0.64000000000000001,1.0,2.0,14595.815000000001
242.15000000000001,nan,nan,nan,nan,14614.983
242.30000000000001,nan,nan,nan,nan,14636.123
242.44999999999999,nan,nan,nan,nan,14414.236000000001
243.0,15.0,0.64000000000000001,1.0,4.0,nan
243.15000000000001,nan,nan,nan,nan,nan
243.30000000000001,nan,nan,nan,nan,nan
243.44999999999999,nan,nan,nan,nan,nan
244.0,120.0,0.59999999999999998,2.0,6.0,nan
244.15000000000001,nan,nan,nan,nan,nan
244.30000000000001,nan,nan,nan,nan,nan
244.44999999999999,nan,nan,nan,nan,nan
245.0,163.0,0.55000000000000004,2.0,4.0,nan
245.15000000000001,nan,nan,nan,nan,nan
245.30000000000001,nan,nan,nan,nan,nan
245.44999999999999,nan,nan,nan,nan,nan
246.0,196.0,0.52000000000000002,3.0,6.0,nan
246.15000000000001,nan,nan,nan,nan,nan
246.30000000000001,nan,nan,nan,nan,nan
246.44999999999999,nan,nan,nan,nan,nan
247.0,188.0,0.47999999999999998,3.0,4.0,nan
247.15000000000001,nan,nan,nan,nan,nan
247.30000000000001,nan,nan,nan,nan,nan
247.44999999999999,nan,nan,nan,nan,nan
248.0,218.0,0.47999999999999998,3.0,4.0,nan
248.15000000000001,nan,nan,nan,nan,nan
248.30000000000001,nan,nan,nan,nan,nan
248.44999999999999,nan,nan,nan,nan,nan
249.0,140.0,0.47999999999999998,3.0,6.0,nan
249.15000000000001,nan,nan,nan,nan,nan
249.30000000000001,nan,nan,nan,nan,nan
249.44999999999999,nan,nan,nan,nan,nan
250.0,49.0,0.52000000000000002,3.0,6.0,nan
250.15000000000001,nan,nan,nan,nan,nan
250.30000000000001,nan,nan,nan,nan,nan
250.44999999999999,nan,nan,nan,nan,nan
251.0,131.0,0.52000000000000002,3.0,4.0,nan
251.15000000000001,nan,nan,nan,nan,nan
251.30000000000001,nan,nan,nan,nan,nan
251.44999999999999,nan,nan,nan,nan,nan
252.0,75.0,0.53000000000000003,2.8999999999999999,4.0,nan
252.15000000000001,nan,nan,nan,nan,nan
252.30000000000001,nan,nan,nan,nan,nan
252.44999999999999,nan,nan,nan,nan,nan
253.0,-25.0,0.56000000000000005,2.6000000000000001,6.0,nan
253.15000000000001,nan,nan,nan,nan,nan
253.30000000000001,nan,nan,nan,nan,nan
253.44999999999999,nan,nan,nan,nan,nan
254.0,-19.0,0.58999999999999997,2.2999999999999998,7.0,nan
254.15000000000001,nan,nan,nan,nan,nan
254.30000000000001,nan,nan,nan,nan,nan
254.44999999999999,nan,nan,nan,nan,nan
255.0,-22.0,0.75,2.0,6.0,nan
255.15000000000001,nan,nan,nan,nan,nan
255.30000000000001,nan,nan,nan,nan,nan
255.44999999999999,nan,nan,nan,nan,nan
256.0,-22.0,0.75,2.0,6.0,nan
256.14999999999998,nan,nan,nan,nan,nan
256.30000000000001,nan,nan,nan,nan,nan
256.44999999999999,nan,nan,nan,nan,nan
257.0,-13.0,0.81000000000000005,2.0,6.0,nan
257.14999999999998,nan,nan,nan,nan,nan
257.30000000000001,nan,nan,nan,nan,nan
257.44999999999999,nan,nan,nan,nan,nan
258.0,-13.0,0.81000000000000005,2.0,7.0,nan
258.14999999999998,nan,nan,nan,nan,nan
258.30000000000001,nan,nan,nan,nan,nan
258.44999999999999,nan,nan,nan,nan,nan
