2013-11-08T15:15-05:00,101.25,0.6125,2.775,6,19061.66
2013-11-08T15:30-05:00,92.8214285714,0.6139285714,2.7607142857,6,18966.261
2013-11-08T15:45-05:00,85.3293650794,0.6151984127,2.748015873,6,18936.047
2013-11-08T16:00-05:00,57,0.62,2.7,6,18824.86
2013-11-08T16:15-05:00,45.75,0.6275,2.525,6,18771.085
2013-11-08T16:30-05:00,39.3214285714,0.6317857143,2.425,6,18628.612
2013-11-08T16:45-05:00,33.6071428571,0.6355952381,2.3361111111,6,18576.853
2013-11-08T17:00-05:00,12,0.65,2,6,18410.802
2013-11-08T17:15-05:00,-6.25,0.6575,1.8,6.25,18229.253
2013-11-08T17:30-05:00,-16.6785714286,0.6617857143,1.6857142857,6.3928571429,18124.508
2013-11-08T17:45-05:00,-25.9484126984,0.6655952381,1.5841269841,6.5198412698,17996.419
2013-11-08T18:00-05:00,-61,0.68,1.2,7,17567.731
2013-11-08T18:15-05:00,-68,0.6875,1.025,7,17513.246
2013-11-08T18:30-05:00,-72,0.6917857143,0.925,7,17366.28
2013-11-08T18:45-05:00,-75.5555555556,0.6955952381,0.8361111111,7,17281.051
2013-11-08T19:00-05:00,-89,0.71,0.5,7,17171.512
2013-11-08T19:15-05:00,-89,0.67,0.875,6.25,17090.134
2013-11-08T19:30-05:00,-89,0.6471428571,1.0892857143,5.8214285714,16997.384
2013-11-08T19:45-05:00,-89,0.6268253968,1.2797619048,5.4404761905,17055.505
2013-11-08T20:00-05:00,-89,0.55,2,4,16858.105
2013-11-08T20:15-05:00,-89,0.55,2,4.5,16814.125
2013-11-08T20:30-05:00,-89,0.55,2,4.7857142857,16741.428
2013-11-08T20:45-05:00,-89,0.55,2,5.0396825397,16669.166
2013-11-08T21:00-05:00,-89,0.55,2,6,16367.586
2013-11-08T21:15-05:00,-89.25,0.55,2,6,16220.084
2013-11-08T21:30-05:00,-89.3928571429,0.55,2,6,16165.735
2013-11-08T21:45-05:00,-89.5198412698,0.55,2,6,16185.043
2013-11-08T22:00-05:00,-90,0.55,2,6,15385.593
2013-11-08T22:15-05:00,-90,0.56,1.925,5.5,15154.301
2013-11-08T22:30-05:00,-90,0.5657142857,1.8821428571,5.2142857143,14953.248
2013-11-08T22:45-05:00,-90,0.5707936508,1.844047619,4.9603174603,14813.381
2013-11-08T23:00-05:00,-90,0.59,1.7,4,14839.559
2013-11-08T23:15-05:00,-90,0.5925,1.775,4.5,14784.984
2013-11-08T23:30-05:00,-90,0.5939285714,1.8178571429,4.7857142857,14810.665
2013-11-08T23:45-05:00,-90,0.5951984127,1.855952381,5.0396825397,14799.121
2013-11-09T00:00-05:00,-90,0.6,2,6,14497.501
2013-11-09T00:15-05:00,-90.5,0.6025,1.875,6,14334.331
2013-11-09T00:30-05:00,-90.7857142857,0.6039285714,1.8035714286,6,14334.053
2013-11-09T00:45-05:00,-91.0396825397,0.6051984127,1.7400793651,6,14278.252
2013-11-09T01:00-05:00,-92,0.61,1.5,6,14346.238
2013-11-09T01:15-05:00,-91.25,0.595,1.625,6,14258.925
2013-11-09T01:30-05:00,-90.8214285714,0.5864285714,1.6964285714,6,14222.539
2013-11-09T01:45-05:00,-90.4404761905,0.5788095238,1.7599206349,6,14237.018
2013-11-09T02:00-05:00,-89,0.55,2,6,14261.638
