2013-11-09T08:00-05:00,15,0.64,1,4,null
2013-11-09T09:00-05:00,120,0.6,2,6,null
2013-11-09T10:00-05:00,163,0.55,2,4,null
2013-11-09T11:00-05:00,196,0.52,3,6,null
2013-11-09T12:00-05:00,188,0.48,3,4,null
2013-11-09T13:00-05:00,218,0.48,3,4,null
2013-11-09T14:00-05:00,140,0.48,3,6,null
2013-11-09T15:00-05:00,49,0.52,3,6,null
2013-11-09T16:00-05:00,131,0.52,3,4,null
2013-11-09T17:00-05:00,75,0.53,2.9,4,null
2013-11-09T18:00-05:00,-25,0.56,2.6,6,null
2013-11-09T19:00-05:00,-19,0.59,2.3,7,null
2013-11-09T20:00-05:00,-22,0.75,2,6,null
2013-11-09T21:00-05:00,-22,0.75,2,6,null
2013-11-09T22:00-05:00,-13,0.81,2,6,null
2013-11-09T23:00-05:00,-13,0.81,2,7,null
