2011-06-20T09:15-04:00,307,0.6575,18.975,3.5,20908.976
2011-06-20T09:30-04:00,327.5714285714,0.6503571429,19.1892857143,3.2142857143,21097.521
2011-06-20T09:45-04:00,345.8571428571,0.6440079365,19.3797619048,2.9603174603,21177.393
2011-06-20T10:00-04:00,415,0.62,20.1,2,21302.315
2011-06-20T10:15-04:00,434,0.6125,20.175,3,21462.118
2011-06-20T10:30-04:00,444.8571428571,0.6082142857,20.2178571429,3.5714285714,21688.764
2011-06-20T10:45-04:00,454.5079365079,0.6044047619,20.255952381,4.0793650794,21803.499
2011-06-20T11:00-04:00,491,0.59,20.4,6,21701.781
2011-06-20T11:15-04:00,500.25,0.5375,20.8,6.75,21772.078
2011-06-20T11:30-04:00,505.5357142857,0.5075,21.0285714286,7.1785714286,21795.055
2011-06-20T11:45-04:00,510.2341269841,0.4808333333,21.2317460317,7.5595238095,21734.4889999999
2011-06-20T12:00-04:00,528,0.38,22,9,21649.6969999999
2011-06-20T12:15-04:00,563.75,0.38,22,8.5,21609.543
2011-06-20T12:30-04:00,584.1785714286,0.38,22,8.2142857143,21598.107
2011-06-20T12:45-04:00,602.3373015873,0.38,22,7.9603174603,21603.8279999999
2011-06-20T13:00-04:00,671,0.38,22,7,21527.438
2011-06-20T13:15-04:00,678.25,0.4275,22.075,7.5,21685.956
2011-06-20T13:30-04:00,682.3928571429,0.4546428571,22.1178571429,7.7857142857,21728.301
2011-06-20T13:45-04:00,686.0753968254,0.4787698413,22.155952381,8.0396825397,21893.5219999999
2011-06-20T14:00-04:00,700,0.57,22.3,9,21824.196
2011-06-20T14:15-04:00,690.75,0.51,22.475,8.5,21836.718
2011-06-20T14:30-04:00,685.4642857143,0.4757142857,22.575,8.2142857143,21813.423
2011-06-20T14:45-04:00,680.7658730159,0.4452380952,22.6638888889,7.9603174603,21844.093
2011-06-20T15:00-04:00,663,0.33,23,7,21814.0959999999
2011-06-20T15:15-04:00,643.5,0.3875,23.05,6.25,21857.543
2011-06-20T15:30-04:00,632.3571428571,0.4203571429,23.0785714286,5.8214285714,21750.675
2011-06-20T15:45-04:00,622.4523809524,0.4495634921,23.103968254,5.4404761905,21764.0799999999
2011-06-20T16:00-04:00,585,0.56,23.2,4,21759.4349999999
2011-06-20T16:15-04:00,562.25,0.565,23.075,4.5,21567.764
2011-06-20T16:30-04:00,549.25,0.5678571429,23.0035714286,4.7857142857,21451.7379999999
2011-06-20T16:45-04:00,537.6944444444,0.5703968254,22.9400793651,5.0396825397,21253.266
2011-06-20T17:00-04:00,494,0.58,22.7,6,20988.763
2011-06-20T17:15-04:00,450.25,0.595,22.6,5.5,20828.664
2011-06-20T17:30-04:00,425.25,0.6035714286,22.5428571429,5.2142857143,20572.081
2011-06-20T17:45-04:00,403.0277777778,0.6111904762,22.4920634921,4.9603174603,20716.7349999999
2011-06-20T18:00-04:00,319,0.64,22.3,4,20440.091
2011-06-20T18:15-04:00,288,0.6675,22.125,4,20181.193
2011-06-20T18:30-04:00,270.2857142857,0.6832142857,22.025,4,20009.7539999999
2011-06-20T18:45-04:00,254.5396825397,0.6971825397,21.9361111111,4,19673.694
2011-06-20T19:00-04:00,195,0.75,21.6,4,19515.587
2011-06-20T19:15-04:00,165.75,0.6525,22.2,4,19329.156
2011-06-20T19:30-04:00,149.0357142857,0.5967857143,22.5428571429,4,19356.708
2011-06-20T19:45-04:00,134.1785714286,0.5472619048,22.8476190476,4,19178.509
2011-06-20T20:00-04:00,78,0.36,24,4,19066.732
2011-06-20T20:15-04:00,55.5,0.4675,22.15,4,18982.725
2011-06-20T20:30-04:00,42.6428571429,0.5289285714,21.0928571429,4,19059.242
2011-06-20T20:45-04:00,31.2142857143,0.583531746,20.1531746032,4,18766.995
2011-06-20T21:00-04:00,-12,0.79,16.6,4,18275.5969999999
2011-06-20T21:15-04:00,-15.5,0.785,16.6,4,18261.027
2011-06-20T21:30-04:00,-17.5,0.7821428571,16.6,4,18255.29
2011-06-20T21:45-04:00,-19.2777777778,0.7796031746,16.6,4,18150.468
2011-06-20T22:00-04:00,-26,0.77,16.6,4,17755.634
2011-06-20T22:15-04:00,-24.5,0.775,16.325,3.5,17357.83
2011-06-20T22:30-04:00,-23.6428571429,0.7778571429,16.1678571429,3.2142857143,17559.578
2011-06-20T22:45-04:00,-22.880952381,0.7803968254,16.0281746032,2.9603174603,17667.261
2011-06-20T23:00-04:00,-20,0.79,15.5,2,17293.084
2011-06-20T23:15-04:00,-21.25,0.7925,15.425,1.5,17130.487
2011-06-20T23:30-04:00,-21.9642857143,0.7939285714,15.3821428571,1.2142857143,17052.761
2011-06-20T23:45-04:00,-22.5992063492,0.7951984127,15.344047619,0.9603174603,16842.736
2011-06-21T00:00-04:00,-25,0.8,15.2,0,16430.533
2011-06-21T00:15-04:00,-23.5,0.8,15.125,0,16436.053
2011-06-21T00:30-04:00,-22.6428571429,0.8,15.0821428571,0,16359.434
2011-06-21T00:45-04:00,-21.880952381,0.8,15.044047619,0,16293.95
2011-06-21T01:00-04:00,-19,0.8,14.9,0,16130.0339999999
2011-06-21T01:15-04:00,-19,0.8,14.85,0,16020.986
2011-06-21T01:30-04:00,-19,0.8,14.8214285714,0,15884.335
2011-06-21T01:45-04:00,-19,0.8,14.796031746,0,15904.336
2011-06-21T02:00-04:00,-19,0.8,14.7,0,16267.356
2011-06-21T02:15-04:00,-18.5,0.8025,14.675,0.5,15293.5749999999
2011-06-21T02:30-04:00,-18.2142857143,0.8039285714,14.6607142857,0.7857142857,14936.288
2011-06-21T02:45-04:00,-17.9603174603,0.8051984127,14.648015873,1.0396825397,15015.2709999999
